transaction_id,customer_id,merchant_id,amount,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description,hour,day_of_week,month,card_type_enc,location_enc,purchase_category_enc,predicted_is_fraudulent
8562,1014,2013,9692.07,1,American Express,City-28,Online Shopping,50,Purchase at Merchant-2013,2,6,1,0,20,2,0
8563,1088,2092,426.18,0,Visa,City-22,Restaurant,54,Purchase at Merchant-2092,2,6,1,3,14,3,0
8564,1058,2052,6236.58,1,Discover,City-12,Restaurant,44,Purchase at Merchant-2052,2,6,1,1,3,3,1
8565,1045,2037,5339.13,1,Visa,City-14,Retail,49,Purchase at Merchant-2037,2,6,1,3,5,4,1
8566,1029,2079,439.55,1,Visa,City-12,Gas Station,66,Purchase at Merchant-2079,2,6,1,3,3,0,1
8567,1093,2014,8631.77,0,MasterCard,City-9,Groceries,40,Purchase at Merchant-2014,2,6,1,2,49,1,0
8568,1037,2032,4640.05,1,Discover,City-7,Groceries,65,Purchase at Merchant-2032,2,6,1,1,47,1,1
8569,1033,2029,9173.14,0,Discover,City-20,Gas Station,31,Purchase at Merchant-2029,2,6,1,1,12,0,0
8570,1025,2033,9475.75,1,MasterCard,City-48,Groceries,62,Purchase at Merchant-2033,2,6,1,2,42,1,1
8571,1005,2024,9345.1,1,MasterCard,City-35,Gas Station,42,Purchase at Merchant-2024,2,6,1,2,28,0,1
8572,1004,2094,6619.25,1,American Express,City-40,Travel,18,Purchase at Merchant-2094,2,6,1,0,34,5,1
8573,1080,2085,2585.32,1,Visa,City-20,Gas Station,18,Purchase at Merchant-2085,2,6,1,3,12,0,1
8574,1012,2039,2740.81,1,MasterCard,City-18,Gas Station,35,Purchase at Merchant-2039,2,6,1,2,9,0,1
8575,1008,2043,6305.34,0,Visa,City-50,Retail,67,Purchase at Merchant-2043,2,6,1,3,45,4,0
8576,1077,2091,9518.67,1,American Express,City-6,Online Shopping,38,Purchase at Merchant-2091,2,6,1,0,46,2,1
8577,1085,2060,448.01,1,MasterCard,City-13,Retail,66,Purchase at Merchant-2060,2,6,1,2,4,4,1
8578,1028,2086,2865.44,0,Discover,City-40,Groceries,37,Purchase at Merchant-2086,2,6,1,1,34,1,0
8579,1077,2076,5572.8,0,American Express,City-50,Online Shopping,39,Purchase at Merchant-2076,2,6,1,0,45,2,0
8580,1082,2067,6053.7,0,Visa,City-37,Travel,49,Purchase at Merchant-2067,2,6,1,3,30,5,0
8581,1016,2067,6937.92,1,MasterCard,City-37,Retail,56,Purchase at Merchant-2067,2,6,1,2,30,4,1
8582,1091,2074,9258.03,1,Discover,City-24,Gas Station,36,Purchase at Merchant-2074,2,6,1,1,16,0,1
8583,1016,2035,2259.04,0,Visa,City-42,Restaurant,26,Purchase at Merchant-2035,2,6,1,3,36,3,0
8584,1012,2098,914.72,0,Discover,City-6,Travel,49,Purchase at Merchant-2098,2,6,1,1,46,5,0
8585,1078,2017,5578.81,1,American Express,City-29,Gas Station,41,Purchase at Merchant-2017,2,6,1,0,21,0,1
8586,1017,2042,6309.91,1,American Express,City-26,Gas Station,32,Purchase at Merchant-2042,2,6,1,0,18,0,1
8587,1049,2055,1216.55,0,Visa,City-37,Retail,47,Purchase at Merchant-2055,2,6,1,3,30,4,0
8588,1085,2048,5484.76,0,Visa,City-39,Online Shopping,31,Purchase at Merchant-2048,2,6,1,3,32,2,1
8589,1098,2085,3899.0,0,Discover,City-13,Groceries,47,Purchase at Merchant-2085,2,6,1,1,4,1,0
8590,1083,2019,6296.21,1,Visa,City-14,Groceries,31,Purchase at Merchant-2019,2,6,1,3,5,1,1
8591,1073,2075,5298.63,1,Discover,City-4,Online Shopping,28,Purchase at Merchant-2075,2,6,1,1,33,2,1
8592,1024,2095,2841.1,1,Visa,City-16,Retail,43,Purchase at Merchant-2095,2,6,1,3,7,4,1
8593,1015,2005,8391.29,0,Discover,City-36,Restaurant,62,Purchase at Merchant-2005,2,6,1,1,29,3,0
8594,1090,2096,2837.07,1,MasterCard,City-6,Online Shopping,54,Purchase at Merchant-2096,2,6,1,2,46,2,1
8595,1024,2050,3308.41,0,MasterCard,City-21,Groceries,40,Purchase at Merchant-2050,2,6,1,2,13,1,0
8596,1033,2081,9803.71,1,Visa,City-28,Restaurant,30,Purchase at Merchant-2081,2,6,1,3,20,3,1
8597,1038,2007,1577.43,1,MasterCard,City-38,Restaurant,46,Purchase at Merchant-2007,2,6,1,2,31,3,0
8598,1060,2026,1687.06,0,MasterCard,City-21,Restaurant,27,Purchase at Merchant-2026,2,6,1,2,13,3,0
8599,1085,2024,7944.08,0,American Express,City-38,Groceries,34,Purchase at Merchant-2024,2,6,1,0,31,1,0
8600,1010,2002,3716.24,0,Visa,City-3,Gas Station,37,Purchase at Merchant-2002,2,6,1,3,22,0,0
8601,1082,2019,1242.25,0,MasterCard,City-31,Restaurant,35,Purchase at Merchant-2019,2,6,1,2,24,3,0
8602,1059,2082,6169.14,0,Discover,City-1,Online Shopping,54,Purchase at Merchant-2082,2,6,1,1,0,2,0
8603,1036,2005,532.81,1,American Express,City-23,Gas Station,48,Purchase at Merchant-2005,2,6,1,0,15,0,1
8604,1099,2031,6997.12,1,American Express,City-48,Online Shopping,64,Purchase at Merchant-2031,2,6,1,0,42,2,1
8605,1055,2021,3805.06,0,MasterCard,City-43,Groceries,25,Purchase at Merchant-2021,2,6,1,2,37,1,0
8606,1089,2051,2354.99,0,American Express,City-44,Travel,28,Purchase at Merchant-2051,2,6,1,0,38,5,0
8607,1086,2042,8118.06,0,Visa,City-49,Travel,28,Purchase at Merchant-2042,2,6,1,3,43,5,0
8608,1099,2002,1034.46,1,Visa,City-28,Gas Station,42,Purchase at Merchant-2002,2,6,1,3,20,0,1
8609,1099,2074,4205.79,0,Discover,City-39,Online Shopping,55,Purchase at Merchant-2074,2,6,1,1,32,2,0
8610,1042,2062,1404.0,0,American Express,City-24,Groceries,38,Purchase at Merchant-2062,2,6,1,0,16,1,0
8611,1033,2062,5422.19,0,Discover,City-46,Retail,22,Purchase at Merchant-2062,2,6,1,1,40,4,0
8612,1021,2045,314.53,0,American Express,City-5,Groceries,36,Purchase at Merchant-2045,2,6,1,0,44,1,0
8613,1100,2025,114.75,1,American Express,City-1,Groceries,59,Purchase at Merchant-2025,2,6,1,0,0,1,1
8614,1010,2081,4494.61,1,American Express,City-28,Groceries,58,Purchase at Merchant-2081,2,6,1,0,20,1,1
8615,1036,2074,6407.07,1,Discover,City-14,Gas Station,33,Purchase at Merchant-2074,2,6,1,1,5,0,1
8616,1100,2052,7580.12,1,American Express,City-27,Groceries,44,Purchase at Merchant-2052,2,6,1,0,19,1,1
8617,1008,2058,9018.96,0,Discover,City-8,Groceries,56,Purchase at Merchant-2058,2,6,1,1,48,1,0
8618,1049,2028,4066.99,1,MasterCard,City-42,Groceries,28,Purchase at Merchant-2028,2,6,1,2,36,1,1
8619,1050,2059,1319.51,1,MasterCard,City-5,Online Shopping,20,Purchase at Merchant-2059,2,6,1,2,44,2,0
8620,1043,2080,3539.66,1,Visa,City-9,Retail,21,Purchase at Merchant-2080,2,6,1,3,49,4,1
8621,1008,2034,9943.11,0,Visa,City-34,Restaurant,55,Purchase at Merchant-2034,2,6,1,3,27,3,0
8622,1034,2070,3666.07,1,Discover,City-32,Gas Station,24,Purchase at Merchant-2070,2,6,1,1,25,0,1
8623,1034,2057,3658.01,1,Visa,City-19,Restaurant,67,Purchase at Merchant-2057,2,6,1,3,10,3,0
8624,1023,2016,719.35,0,American Express,City-3,Groceries,27,Purchase at Merchant-2016,2,6,1,0,22,1,0
8625,1057,2096,9549.38,0,Discover,City-46,Groceries,40,Purchase at Merchant-2096,2,6,1,1,40,1,0
8626,1009,2036,6812.14,0,Visa,City-33,Online Shopping,63,Purchase at Merchant-2036,2,6,1,3,26,2,0
8627,1063,2084,687.84,0,American Express,City-42,Travel,69,Purchase at Merchant-2084,2,6,1,0,36,5,0
8628,1026,2099,2311.69,0,American Express,City-8,Restaurant,50,Purchase at Merchant-2099,2,6,1,0,48,3,0
8629,1079,2066,7261.1,0,Discover,City-5,Retail,41,Purchase at Merchant-2066,2,6,1,1,44,4,1
8630,1051,2044,9511.77,1,MasterCard,City-30,Groceries,33,Purchase at Merchant-2044,2,6,1,2,23,1,1
8631,1023,2044,4237.37,0,American Express,City-13,Online Shopping,37,Purchase at Merchant-2044,2,6,1,0,4,2,0
8632,1083,2024,8091.54,1,Visa,City-2,Restaurant,65,Purchase at Merchant-2024,2,6,1,3,11,3,1
8633,1063,2033,3167.17,1,Visa,City-44,Restaurant,21,Purchase at Merchant-2033,2,6,1,3,38,3,1
8634,1014,2044,549.15,1,Discover,City-25,Gas Station,26,Purchase at Merchant-2044,2,6,1,1,17,0,1
8635,1019,2063,5270.33,1,Visa,City-37,Restaurant,56,Purchase at Merchant-2063,2,6,1,3,30,3,0
8636,1070,2099,5725.1,1,Visa,City-39,Gas Station,49,Purchase at Merchant-2099,2,6,1,3,32,0,1
8637,1099,2071,3740.46,0,Discover,City-15,Groceries,19,Purchase at Merchant-2071,2,6,1,1,6,1,1
8638,1056,2059,1800.63,0,Discover,City-34,Restaurant,50,Purchase at Merchant-2059,2,6,1,1,27,3,0
8639,1028,2085,3029.2,0,Visa,City-10,Restaurant,54,Purchase at Merchant-2085,2,6,1,3,1,3,0
8640,1079,2013,2099.8,0,Discover,City-5,Gas Station,40,Purchase at Merchant-2013,2,6,1,1,44,0,0
8641,1083,2086,5911.4,1,Visa,City-18,Retail,33,Purchase at Merchant-2086,2,6,1,3,9,4,1
8642,1014,2044,3082.83,0,American Express,City-21,Groceries,50,Purchase at Merchant-2044,2,6,1,0,13,1,0
8643,1057,2098,5676.0,0,MasterCard,City-9,Groceries,68,Purchase at Merchant-2098,2,6,1,2,49,1,0
8644,1092,2067,575.58,1,Visa,City-35,Travel,63,Purchase at Merchant-2067,2,6,1,3,28,5,1
8645,1034,2034,3760.01,1,Discover,City-29,Travel,56,Purchase at Merchant-2034,2,6,1,1,21,5,1
8646,1014,2009,2649.5,0,Discover,City-34,Groceries,48,Purchase at Merchant-2009,2,6,1,1,27,1,0
8647,1005,2047,7455.92,1,Discover,City-38,Retail,19,Purchase at Merchant-2047,2,6,1,1,31,4,1
8648,1010,2055,2145.8,0,Visa,City-39,Retail,45,Purchase at Merchant-2055,2,6,1,3,32,4,0
8649,1010,2083,6803.29,0,MasterCard,City-49,Gas Station,60,Purchase at Merchant-2083,2,6,1,2,43,0,0
8650,1074,2004,3205.54,0,American Express,City-38,Retail,34,Purchase at Merchant-2004,2,6,1,0,31,4,0
8651,1094,2070,9390.3,0,American Express,City-37,Gas Station,20,Purchase at Merchant-2070,2,6,1,0,30,0,1
8652,1033,2017,9179.83,1,American Express,City-26,Restaurant,22,Purchase at Merchant-2017,2,6,1,0,18,3,1
8653,1100,2013,5839.41,1,Discover,City-9,Travel,31,Purchase at Merchant-2013,2,6,1,1,49,5,1
8654,1058,2030,3199.99,1,Discover,City-33,Restaurant,49,Purchase at Merchant-2030,2,6,1,1,26,3,1
8655,1003,2059,4607.75,0,Visa,City-37,Travel,35,Purchase at Merchant-2059,2,6,1,3,30,5,0
8656,1064,2015,5730.97,0,Visa,City-16,Gas Station,53,Purchase at Merchant-2015,2,6,1,3,7,0,0
8657,1020,2016,7356.04,1,American Express,City-1,Travel,54,Purchase at Merchant-2016,2,6,1,0,0,5,1
8658,1084,2071,7587.13,0,MasterCard,City-50,Retail,43,Purchase at Merchant-2071,2,6,1,2,45,4,0
8659,1082,2092,9324.73,0,MasterCard,City-42,Restaurant,49,Purchase at Merchant-2092,2,6,1,2,36,3,0
8660,1001,2038,6375.88,0,Discover,City-12,Travel,53,Purchase at Merchant-2038,2,6,1,1,3,5,0
8661,1005,2017,5319.86,1,Discover,City-36,Travel,69,Purchase at Merchant-2017,2,6,1,1,29,5,1
8662,1086,2045,4352.93,1,American Express,City-19,Retail,26,Purchase at Merchant-2045,2,6,1,0,10,4,1
8663,1050,2040,7438.51,1,Discover,City-4,Restaurant,45,Purchase at Merchant-2040,2,6,1,1,33,3,1
8664,1035,2058,3010.44,1,American Express,City-24,Groceries,32,Purchase at Merchant-2058,2,6,1,0,16,1,1
8665,1020,2056,7187.86,0,American Express,City-10,Travel,49,Purchase at Merchant-2056,2,6,1,0,1,5,0
8666,1090,2071,5811.56,1,American Express,City-5,Gas Station,42,Purchase at Merchant-2071,2,6,1,0,44,0,1
8667,1043,2011,4302.56,0,Discover,City-33,Gas Station,56,Purchase at Merchant-2011,2,6,1,1,26,0,0
8668,1051,2065,3889.55,0,Visa,City-23,Travel,26,Purchase at Merchant-2065,2,6,1,3,15,5,0
8669,1074,2024,1239.32,1,Discover,City-4,Groceries,34,Purchase at Merchant-2024,2,6,1,1,33,1,1
8670,1001,2051,2358.16,0,MasterCard,City-21,Online Shopping,43,Purchase at Merchant-2051,2,6,1,2,13,2,0
8671,1066,2066,8812.26,1,American Express,City-25,Groceries,22,Purchase at Merchant-2066,2,6,1,0,17,1,1
8672,1091,2025,7137.7,1,MasterCard,City-4,Online Shopping,18,Purchase at Merchant-2025,2,6,1,2,33,2,1
8673,1099,2019,4954.01,0,Discover,City-36,Travel,39,Purchase at Merchant-2019,2,6,1,1,29,5,0
8674,1063,2088,6275.74,1,Visa,City-13,Restaurant,64,Purchase at Merchant-2088,2,6,1,3,4,3,1
8675,1062,2029,5600.07,1,American Express,City-48,Gas Station,54,Purchase at Merchant-2029,2,6,1,0,42,0,0
8676,1056,2100,3965.92,0,MasterCard,City-7,Retail,58,Purchase at Merchant-2100,2,6,1,2,47,4,0
8677,1052,2003,9548.91,0,MasterCard,City-37,Gas Station,56,Purchase at Merchant-2003,2,6,1,2,30,0,1
8678,1094,2026,3748.81,0,MasterCard,City-7,Gas Station,59,Purchase at Merchant-2026,2,6,1,2,47,0,0
8679,1100,2094,4692.39,1,American Express,City-10,Restaurant,33,Purchase at Merchant-2094,2,6,1,0,1,3,1
8680,1009,2096,7722.25,0,Discover,City-42,Travel,25,Purchase at Merchant-2096,2,6,1,1,36,5,0
8681,1070,2046,9705.99,1,Discover,City-27,Restaurant,52,Purchase at Merchant-2046,2,6,1,1,19,3,1
8682,1029,2068,9938.26,1,Discover,City-4,Online Shopping,19,Purchase at Merchant-2068,2,6,1,1,33,2,1
8683,1001,2077,6943.71,0,Visa,City-17,Retail,36,Purchase at Merchant-2077,2,6,1,3,8,4,0
8684,1050,2100,8477.17,0,Visa,City-45,Gas Station,60,Purchase at Merchant-2100,2,6,1,3,39,0,0
8685,1089,2020,8014.88,0,Discover,City-47,Travel,37,Purchase at Merchant-2020,2,6,1,1,41,5,0
8686,1100,2073,896.13,1,American Express,City-35,Retail,67,Purchase at Merchant-2073,2,6,1,0,28,4,0
8687,1062,2068,2660.94,0,Visa,City-23,Travel,49,Purchase at Merchant-2068,2,6,1,3,15,5,0
8688,1016,2068,8556.83,0,American Express,City-48,Groceries,56,Purchase at Merchant-2068,2,6,1,0,42,1,0
8689,1073,2007,8059.05,0,Visa,City-34,Groceries,36,Purchase at Merchant-2007,2,6,1,3,27,1,0
8690,1069,2069,1011.61,1,American Express,City-37,Restaurant,19,Purchase at Merchant-2069,2,6,1,0,30,3,1
8691,1046,2047,1864.23,0,Visa,City-27,Retail,38,Purchase at Merchant-2047,2,6,1,3,19,4,0
8692,1043,2070,265.08,1,MasterCard,City-21,Online Shopping,20,Purchase at Merchant-2070,2,6,1,2,13,2,0
8693,1088,2030,3605.21,1,Discover,City-17,Groceries,69,Purchase at Merchant-2030,2,6,1,1,8,1,1
8694,1039,2089,4893.8,1,MasterCard,City-40,Retail,65,Purchase at Merchant-2089,2,6,1,2,34,4,1
8695,1052,2068,2177.97,0,American Express,City-36,Travel,62,Purchase at Merchant-2068,2,6,1,0,29,5,0
8696,1008,2022,8504.59,1,Discover,City-5,Restaurant,38,Purchase at Merchant-2022,2,6,1,1,44,3,1
8697,1081,2048,1445.13,1,American Express,City-36,Online Shopping,68,Purchase at Merchant-2048,2,6,1,0,29,2,1
8698,1083,2021,7067.62,1,American Express,City-18,Retail,24,Purchase at Merchant-2021,2,6,1,0,9,4,1
8699,1012,2013,6989.04,1,Visa,City-18,Groceries,39,Purchase at Merchant-2013,2,6,1,3,9,1,1
8700,1047,2088,2134.89,0,MasterCard,City-1,Groceries,55,Purchase at Merchant-2088,2,6,1,2,0,1,0
8701,1069,2022,6829.3,1,Discover,City-39,Restaurant,35,Purchase at Merchant-2022,2,6,1,1,32,3,1
8702,1044,2082,2111.23,0,Visa,City-16,Restaurant,56,Purchase at Merchant-2082,2,6,1,3,7,3,0
8703,1011,2082,9982.93,1,MasterCard,City-35,Online Shopping,18,Purchase at Merchant-2082,2,6,1,2,28,2,1
8704,1059,2080,4054.68,0,Discover,City-28,Groceries,44,Purchase at Merchant-2080,2,6,1,1,20,1,1
8705,1098,2029,2598.17,0,Visa,City-23,Travel,66,Purchase at Merchant-2029,2,6,1,3,15,5,0
8706,1099,2097,1868.57,0,MasterCard,City-20,Groceries,21,Purchase at Merchant-2097,2,6,1,2,12,1,1
8707,1038,2092,5611.1,0,MasterCard,City-30,Online Shopping,33,Purchase at Merchant-2092,2,6,1,2,23,2,0
8708,1083,2020,1342.38,0,MasterCard,City-5,Retail,39,Purchase at Merchant-2020,2,6,1,2,44,4,0
8709,1026,2070,2408.33,1,Visa,City-40,Groceries,44,Purchase at Merchant-2070,2,6,1,3,34,1,0
8710,1023,2079,1647.02,1,American Express,City-50,Restaurant,58,Purchase at Merchant-2079,2,6,1,0,45,3,1
8711,1071,2055,3953.88,0,American Express,City-12,Restaurant,68,Purchase at Merchant-2055,2,6,1,0,3,3,0
8712,1006,2026,8040.9,1,MasterCard,City-32,Restaurant,28,Purchase at Merchant-2026,2,6,1,2,25,3,1
8713,1050,2036,9641.87,0,Visa,City-42,Travel,47,Purchase at Merchant-2036,2,6,1,3,36,5,0
8714,1085,2007,3766.86,0,MasterCard,City-4,Online Shopping,18,Purchase at Merchant-2007,2,6,1,2,33,2,0
8715,1025,2052,8596.07,0,Visa,City-44,Groceries,42,Purchase at Merchant-2052,2,6,1,3,38,1,1
8716,1039,2038,6530.88,1,MasterCard,City-24,Restaurant,22,Purchase at Merchant-2038,2,6,1,2,16,3,1
8717,1090,2050,2590.29,0,American Express,City-17,Travel,19,Purchase at Merchant-2050,2,6,1,0,8,5,1
8718,1050,2067,4398.57,1,American Express,City-33,Gas Station,60,Purchase at Merchant-2067,2,6,1,0,26,0,1
8719,1014,2054,9185.28,1,American Express,City-30,Retail,41,Purchase at Merchant-2054,2,6,1,0,23,4,0
8720,1081,2061,6223.28,1,Discover,City-20,Restaurant,20,Purchase at Merchant-2061,2,6,1,1,12,3,1
8721,1089,2060,7094.0,0,Visa,City-34,Retail,21,Purchase at Merchant-2060,2,6,1,3,27,4,0
8722,1046,2042,2246.11,1,Visa,City-31,Travel,67,Purchase at Merchant-2042,2,6,1,3,24,5,1
8723,1063,2018,5353.83,1,Discover,City-3,Restaurant,56,Purchase at Merchant-2018,2,6,1,1,22,3,1
8724,1011,2093,3388.1,0,MasterCard,City-22,Online Shopping,24,Purchase at Merchant-2093,2,6,1,2,14,2,0
8725,1081,2039,1415.51,1,American Express,City-26,Online Shopping,49,Purchase at Merchant-2039,2,6,1,0,18,2,1
8726,1057,2001,1375.24,1,Discover,City-25,Travel,69,Purchase at Merchant-2001,2,6,1,1,17,5,1
8727,1095,2010,6863.25,1,Discover,City-10,Retail,24,Purchase at Merchant-2010,2,6,1,1,1,4,1
8728,1025,2033,226.69,1,Discover,City-15,Gas Station,57,Purchase at Merchant-2033,2,6,1,1,6,0,0
8729,1018,2091,948.27,0,MasterCard,City-2,Retail,58,Purchase at Merchant-2091,2,6,1,2,11,4,0
8730,1005,2072,6890.51,1,MasterCard,City-47,Travel,41,Purchase at Merchant-2072,2,6,1,2,41,5,1
8731,1025,2086,11.33,0,Visa,City-4,Online Shopping,33,Purchase at Merchant-2086,2,6,1,3,33,2,0
8732,1004,2040,4238.57,1,Discover,City-24,Restaurant,46,Purchase at Merchant-2040,2,6,1,1,16,3,1
8733,1093,2027,1897.1,1,MasterCard,City-26,Gas Station,27,Purchase at Merchant-2027,2,6,1,2,18,0,1
8734,1076,2094,7613.84,0,Discover,City-1,Groceries,53,Purchase at Merchant-2094,2,6,1,1,0,1,0
8735,1031,2079,1760.12,1,American Express,City-38,Groceries,24,Purchase at Merchant-2079,2,6,1,0,31,1,1
8736,1063,2077,2796.21,1,Discover,City-42,Travel,47,Purchase at Merchant-2077,2,6,1,1,36,5,0
8737,1050,2009,1391.62,1,MasterCard,City-20,Travel,48,Purchase at Merchant-2009,2,6,1,2,12,5,1
8738,1009,2008,9615.66,0,Discover,City-18,Groceries,65,Purchase at Merchant-2008,2,6,1,1,9,1,0
8739,1070,2097,4951.49,1,Visa,City-41,Gas Station,34,Purchase at Merchant-2097,2,6,1,3,35,0,1
8740,1083,2053,715.32,1,American Express,City-26,Online Shopping,18,Purchase at Merchant-2053,2,6,1,0,18,2,0
8741,1040,2018,5913.99,0,Visa,City-7,Online Shopping,53,Purchase at Merchant-2018,2,6,1,3,47,2,0
8742,1064,2019,1502.01,0,Visa,City-24,Restaurant,57,Purchase at Merchant-2019,2,6,1,3,16,3,0
8743,1069,2062,6085.0,1,American Express,City-1,Groceries,53,Purchase at Merchant-2062,2,6,1,0,0,1,1
8744,1058,2021,7998.96,1,Visa,City-7,Gas Station,51,Purchase at Merchant-2021,2,6,1,3,47,0,1
8745,1003,2098,4837.88,1,MasterCard,City-9,Travel,37,Purchase at Merchant-2098,2,6,1,2,49,5,1
8746,1005,2032,8200.58,0,Discover,City-50,Restaurant,48,Purchase at Merchant-2032,2,6,1,1,45,3,0
8747,1044,2051,8621.56,0,Discover,City-44,Travel,54,Purchase at Merchant-2051,2,6,1,1,38,5,0
8748,1008,2021,3289.27,1,Discover,City-50,Retail,46,Purchase at Merchant-2021,2,6,1,1,45,4,1
8749,1044,2083,2694.6,0,Discover,City-47,Travel,41,Purchase at Merchant-2083,2,6,1,1,41,5,1
8750,1093,2054,3427.54,0,Discover,City-15,Restaurant,60,Purchase at Merchant-2054,2,6,1,1,6,3,0
8751,1006,2051,8968.02,1,Discover,City-22,Retail,31,Purchase at Merchant-2051,2,6,1,1,14,4,1
8752,1052,2076,585.21,0,American Express,City-4,Gas Station,22,Purchase at Merchant-2076,2,6,1,0,33,0,1
8753,1016,2025,9260.55,0,MasterCard,City-27,Retail,68,Purchase at Merchant-2025,2,6,1,2,19,4,0
8754,1028,2032,3242.84,1,MasterCard,City-26,Gas Station,61,Purchase at Merchant-2032,2,6,1,2,18,0,1
8755,1084,2045,5688.26,0,MasterCard,City-41,Groceries,64,Purchase at Merchant-2045,2,6,1,2,35,1,1
8756,1086,2010,6097.42,0,American Express,City-24,Online Shopping,25,Purchase at Merchant-2010,2,6,1,0,16,2,0
8757,1067,2029,703.71,1,Discover,City-25,Restaurant,41,Purchase at Merchant-2029,2,6,1,1,17,3,1
8758,1059,2036,5515.63,0,Discover,City-28,Restaurant,65,Purchase at Merchant-2036,2,6,1,1,20,3,0
8759,1087,2018,2219.16,0,MasterCard,City-4,Travel,36,Purchase at Merchant-2018,2,6,1,2,33,5,0
8760,1069,2052,304.25,0,Discover,City-24,Online Shopping,38,Purchase at Merchant-2052,2,6,1,1,16,2,0
8761,1020,2016,7169.04,0,Visa,City-2,Restaurant,65,Purchase at Merchant-2016,2,6,1,3,11,3,1
8762,1095,2093,3939.54,1,Discover,City-23,Restaurant,22,Purchase at Merchant-2093,2,6,1,1,15,3,1
8763,1075,2095,2850.62,0,Discover,City-40,Online Shopping,44,Purchase at Merchant-2095,2,6,1,1,34,2,0
8764,1030,2075,2466.09,0,American Express,City-2,Restaurant,37,Purchase at Merchant-2075,2,6,1,0,11,3,0
8765,1010,2087,6737.61,1,American Express,City-33,Gas Station,31,Purchase at Merchant-2087,2,6,1,0,26,0,1
8766,1005,2020,1851.21,0,Discover,City-24,Travel,65,Purchase at Merchant-2020,2,6,1,1,16,5,0
8767,1095,2027,7586.1,0,Visa,City-42,Gas Station,33,Purchase at Merchant-2027,2,6,1,3,36,0,0
8768,1019,2057,9929.02,1,MasterCard,City-24,Groceries,62,Purchase at Merchant-2057,2,6,1,2,16,1,1
8769,1063,2019,7249.82,0,Visa,City-45,Restaurant,59,Purchase at Merchant-2019,2,6,1,3,39,3,0
8770,1084,2087,1513.97,0,American Express,City-30,Retail,55,Purchase at Merchant-2087,2,6,1,0,23,4,1
8771,1003,2036,1291.53,0,American Express,City-28,Online Shopping,51,Purchase at Merchant-2036,2,6,1,0,20,2,1
8772,1061,2098,4499.51,0,American Express,City-22,Online Shopping,26,Purchase at Merchant-2098,2,6,1,0,14,2,0
8773,1080,2042,4673.95,1,Visa,City-32,Groceries,51,Purchase at Merchant-2042,2,6,1,3,25,1,0
8774,1006,2002,2045.48,1,MasterCard,City-35,Groceries,52,Purchase at Merchant-2002,2,6,1,2,28,1,1
8775,1032,2082,763.57,0,American Express,City-37,Online Shopping,33,Purchase at Merchant-2082,2,6,1,0,30,2,0
8776,1090,2016,8868.16,0,American Express,City-14,Travel,42,Purchase at Merchant-2016,2,6,1,0,5,5,0
8777,1084,2067,5067.26,1,MasterCard,City-31,Groceries,68,Purchase at Merchant-2067,2,6,1,2,24,1,1
8778,1017,2040,9601.3,1,MasterCard,City-37,Online Shopping,47,Purchase at Merchant-2040,2,6,1,2,30,2,1
8779,1002,2068,9549.87,1,Discover,City-45,Restaurant,18,Purchase at Merchant-2068,2,6,1,1,39,3,0
8780,1023,2014,4024.07,1,Discover,City-16,Groceries,20,Purchase at Merchant-2014,2,6,1,1,7,1,1
8781,1081,2099,2994.39,1,Discover,City-38,Restaurant,55,Purchase at Merchant-2099,2,6,1,1,31,3,1
8782,1007,2081,4786.64,0,American Express,City-7,Groceries,47,Purchase at Merchant-2081,2,6,1,0,47,1,1
8783,1040,2077,9255.88,0,Visa,City-39,Online Shopping,34,Purchase at Merchant-2077,2,6,1,3,32,2,0
8784,1013,2061,4435.07,1,MasterCard,City-20,Retail,24,Purchase at Merchant-2061,2,6,1,2,12,4,1
8785,1059,2030,2081.28,1,Discover,City-32,Groceries,70,Purchase at Merchant-2030,2,6,1,1,25,1,1
8786,1079,2085,3621.45,0,Discover,City-18,Retail,53,Purchase at Merchant-2085,2,6,1,1,9,4,0
8787,1022,2057,2388.02,1,Discover,City-15,Restaurant,53,Purchase at Merchant-2057,2,6,1,1,6,3,1
8788,1076,2039,7977.73,0,American Express,City-30,Online Shopping,44,Purchase at Merchant-2039,2,6,1,0,23,2,0
8789,1009,2016,3357.23,0,Discover,City-10,Groceries,53,Purchase at Merchant-2016,2,6,1,1,1,1,0
8790,1014,2070,3138.79,0,Discover,City-37,Retail,68,Purchase at Merchant-2070,2,6,1,1,30,4,0
8791,1015,2096,6242.81,1,Visa,City-38,Online Shopping,26,Purchase at Merchant-2096,2,6,1,3,31,2,1
8792,1064,2079,7963.53,1,Discover,City-3,Retail,67,Purchase at Merchant-2079,2,6,1,1,22,4,1
8793,1077,2059,1361.37,1,Discover,City-46,Travel,53,Purchase at Merchant-2059,2,6,1,1,40,5,1
8794,1079,2020,2883.76,1,MasterCard,City-13,Retail,61,Purchase at Merchant-2020,2,6,1,2,4,4,1
8795,1029,2010,7281.98,1,Visa,City-21,Gas Station,63,Purchase at Merchant-2010,2,6,1,3,13,0,1
8796,1009,2097,385.56,0,American Express,City-10,Restaurant,49,Purchase at Merchant-2097,2,6,1,0,1,3,1
8797,1026,2093,4734.44,1,Visa,City-6,Gas Station,64,Purchase at Merchant-2093,2,6,1,3,46,0,1
